"HGNC.ID"	"Approved.symbol"	"Approved.name"	"Previous.symbols"	"Alias.symbols"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"HGNC:2349"	"ATF6B"	"activating transcription factor 6 beta"	"CREBL1"	"G13"	1388	"ENSG00000213676"
"HGNC:792"	"ATF7"	"activating transcription factor 7"	""	"ATFA"	11016	"ENSG00000170653"
"HGNC:55073"	"ATF7-NPFF"	"ATF7-NPFF readthrough"	""	""	114108587	"ENSG00000267281"
"HGNC:20092"	"ATF7IP"	"activating transcription factor 7 interacting protein"	""	"FLJ10688, p621"	55729	"ENSG00000171681"
"HGNC:20397"	"ATF7IP2"	"activating transcription factor 7 interacting protein 2"	""	"FLJ12668"	80063	"ENSG00000166669"
"HGNC:29028"	"ATG2A"	"autophagy related 2A"	""	"KIAA0404"	23130	"ENSG00000110046"
"HGNC:20187"	"ATG2B"	"autophagy related 2B"	"C14orf103"	"FLJ10242"	55102	"ENSG00000066739"
"HGNC:20962"	"ATG3"	"autophagy related 3"	"APG3L"	"PC3-96, FLJ22125, MGC15201, DKFZp564M1178"	64422	"ENSG00000144848"
"HGNC:31123"	"ATG3P1"	"autophagy related 3 pseudogene 1"	"ATG3P"	"dJ54G6.1"	100135756	"ENSG00000224357"
"HGNC:16489"	"ATG4A"	"autophagy related 4A cysteine peptidase"	"AUTL2, APG4A"	""	115201	"ENSG00000101844"
"HGNC:20790"	"ATG4B"	"autophagy related 4B cysteine peptidase"	"APG4B"	"Apg4B, KIAA0943, DKFZp586D1822, AUTL1"	23192	"ENSG00000168397"
"HGNC:16040"	"ATG4C"	"autophagy related 4C cysteine peptidase"	"AUTL1, APG4C"	"FLJ14867, AUTL3"	84938	"ENSG00000125703"
"HGNC:20789"	"ATG4D"	"autophagy related 4D cysteine peptidase"	"AUTL4, APG4D"	"APG4-D"	84971	"ENSG00000130734"
"HGNC:589"	"ATG5"	"autophagy related 5"	"APG5L"	"ASP, APG5, hAPG5"	9474	"ENSG00000057663"
"HGNC:16935"	"ATG7"	"autophagy related 7"	"APG7L"	"GSA7, DKFZp434N0735"	10533	"ENSG00000197548"
"HGNC:22408"	"ATG9A"	"autophagy related 9A"	"APG9L1"	"FLJ22169"	79065	"ENSG00000198925"
"HGNC:21899"	"ATG9B"	"autophagy related 9B"	"NOS3AS"	"FLJ14885, APG9L2, SONE"	285973	"ENSG00000181652"
"HGNC:20315"	"ATG10"	"autophagy related 10"	"APG10L"	"DKFZP586I0418, FLJ13954"	83734	"ENSG00000152348"
"HGNC:588"	"ATG12"	"autophagy related 12"	"APG12L"	"APG12"	9140	"ENSG00000145782"
"HGNC:21466"	"ATG12P1"	"autophagy related 12 pseudogene 1"	"ATG12P"	""	100151642	"ENSG00000266501"
"HGNC:38605"	"ATG12P2"	"autophagy related 12 pseudogene 2"	""	""	100293948	"ENSG00000224121"
"HGNC:29091"	"ATG13"	"autophagy related 13"	"KIAA0652"	""	9776	"ENSG00000175224"
"HGNC:19962"	"ATG14"	"autophagy related 14"	"KIAA0831"	"ATG14L"	22863	"ENSG00000126775"
"HGNC:21498"	"ATG16L1"	"autophagy related 16 like 1"	"APG16L, ATG16L"	"WDR30, FLJ10035, ATG16A"	55054	"ENSG00000085978"
"HGNC:25464"	"ATG16L2"	"autophagy related 16 like 2"	""	"FLJ00012, WDR80, ATG16B"	89849	"ENSG00000168010"
"HGNC:25679"	"ATG101"	"autophagy related 101"	"C12orf44"	"FLJ11773"	60673	"ENSG00000123395"
"HGNC:794"	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"	""	"PURH, AICARFT, IMPCHASE"	471	"ENSG00000138363"
"HGNC:11231"	"ATL1"	"atlastin GTPase 1"	"SPG3, SPG3A"	"FSP1, AD-FSP"	51062	"ENSG00000198513"
"HGNC:24047"	"ATL2"	"atlastin GTPase 2"	"ARL6IP2"	""	64225	"ENSG00000119787"
"HGNC:24526"	"ATL3"	"atlastin GTPase 3"	""	"DKFZP564J0863"	25923	"ENSG00000184743"
"HGNC:795"	"ATM"	"ATM serine/threonine kinase"	"ATA, ATDC, ATC, ATD"	"TEL1, TELO1"	472	"ENSG00000149311"
"HGNC:29034"	"ATMIN"	"ATM interactor"	""	"ASCIZ, KIAA0431, ZNF822"	23300	"ENSG00000166454"
"HGNC:3033"	"ATN1"	"atrophin 1"	"D12S755E, DRPLA"	"B37"	1822	"ENSG00000111676"
"HGNC:797"	"ATOH1"	"atonal bHLH transcription factor 1"	""	"HATH1, MATH-1, Math1, bHLHa14"	474	"ENSG00000172238"
"HGNC:13907"	"ATOH7"	"atonal bHLH transcription factor 7"	""	"Math5, bHLHa13"	220202	"ENSG00000179774"
"HGNC:24126"	"ATOH8"	"atonal bHLH transcription factor 8"	""	"HATH6, FLJ14708, bHLHa21"	84913	"ENSG00000168874"
"HGNC:798"	"ATOX1"	"antioxidant 1 copper chaperone"	""	"HAH1"	475	"ENSG00000177556"
"HGNC:799"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"	""	""	476	"ENSG00000163399"
"HGNC:28262"	"ATP1A1-AS1"	"ATP1A1 antisense RNA 1"	"C1orf203, ATP1A1OS"	"MGC16179"	84852	"ENSG00000203865"
"HGNC:800"	"ATP1A2"	"ATPase Na+/K+ transporting subunit alpha 2"	"MHP2"	"FHM2"	477	"ENSG00000018625"
"HGNC:801"	"ATP1A3"	"ATPase Na+/K+ transporting subunit alpha 3"	"DYT12"	""	478	"ENSG00000105409"
"HGNC:14073"	"ATP1A4"	"ATPase Na+/K+ transporting subunit alpha 4"	"ATP1AL2"	""	480	"ENSG00000132681"
"HGNC:804"	"ATP1B1"	"ATPase Na+/K+ transporting subunit beta 1"	"ATP1B"	""	481	"ENSG00000143153"
"HGNC:809"	"ATP1B1P1"	"ATPase Na+/K+ transporting subunit beta 1 pseudogene 1"	"ATP1BL1"	""	485	"ENSG00000249212"
"HGNC:805"	"ATP1B2"	"ATPase Na+/K+ transporting subunit beta 2"	""	"AMOG"	482	"ENSG00000129244"
"HGNC:806"	"ATP1B3"	"ATPase Na+/K+ transporting subunit beta 3"	""	"FLJ29027, CD298"	483	"ENSG00000069849"
"HGNC:807"	"ATP1B3P1"	"ATPase Na+/K+ transporting subunit beta 3 pseudogene 1"	""	""	484	"ENSG00000271707"
"HGNC:808"	"ATP1B4"	"ATPase Na+/K+ transporting family member beta 4"	""	""	23439	"ENSG00000101892"
"HGNC:811"	"ATP2A1"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1"	"ATP2A"	"SERCA1"	487	"ENSG00000196296"
"HGNC:51370"	"ATP2A1-AS1"	"ATP2A1 antisense RNA 1"	""	""	100289092	"ENSG00000260442"
"HGNC:812"	"ATP2A2"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"	"ATP2B, DAR"	"SERCA2"	488	"ENSG00000174437"
"HGNC:813"	"ATP2A3"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"	""	"SERCA3"	489	"ENSG00000074370"
"HGNC:814"	"ATP2B1"	"ATPase plasma membrane Ca2+ transporting 1"	""	"PMCA1"	490	"ENSG00000070961"
"HGNC:27883"	"ATP2B1-AS1"	"ATP2B1 antisense RNA 1"	"LINC00936"	""	338758	"ENSG00000271614"
"HGNC:815"	"ATP2B2"	"ATPase plasma membrane Ca2+ transporting 2"	""	"PMCA2"	491	"ENSG00000157087"
"HGNC:816"	"ATP2B3"	"ATPase plasma membrane Ca2+ transporting 3"	"SCAX1, CLA2"	"PMCA3, CFAP39"	492	"ENSG00000067842"
"HGNC:817"	"ATP2B4"	"ATPase plasma membrane Ca2+ transporting 4"	"ATP2B2, MXRA1"	"PMCA4"	493	"ENSG00000058668"
"HGNC:13211"	"ATP2C1"	"ATPase secretory pathway Ca2+ transporting 1"	"BCPM"	"KIAA1347, ATP2C1A, PMR1, SPCA1"	27032	"ENSG00000017260"
"HGNC:29103"	"ATP2C2"	"ATPase secretory pathway Ca2+ transporting 2"	""	"KIAA0703, SPCA2"	9914	"ENSG00000064270"
"HGNC:53167"	"ATP2C2-AS1"	"ATP2C2 antisense RNA 1"	""	"RP11-517C16.2-001, RP11-517C16.2"	105371374	"ENSG00000261286"
"HGNC:819"	"ATP4A"	"ATPase H+/K+ transporting subunit alpha"	""	"ATP6A"	495	"ENSG00000105675"
"HGNC:820"	"ATP4B"	"ATPase H+/K+ transporting subunit beta"	""	"ATP6B"	496	"ENSG00000186009"
"HGNC:823"	"ATP5F1A"	"ATP synthase F1 subunit alpha"	"ATP5AL2, ATPM, ATP5A1"	"ATP5A, hATP1, OMR, ORM"	498	"ENSG00000152234"
"HGNC:827"	"ATP5F1AP1"	"ATP synthase F1 subunit alpha pseudogene 1"	"ATP5AP1, ATP5A1P5, ATP5AL1, ATP5A1P6, ATP5A1P1"	""	442416	"ENSG00000234861"
"HGNC:828"	"ATP5F1AP2"	"ATP synthase F1 subunit alpha pseudogene 2"	"ATP5AP2, ATP5A1P2"	""	504	"ENSG00000227682"
"HGNC:829"	"ATP5F1AP3"	"ATP synthase F1 subunit alpha pseudogene 3"	"ATP5AP3, ATP5A1P3"	""	645443	"ENSG00000263232"
"HGNC:23563"	"ATP5F1AP4"	"ATP synthase F1 subunit alpha pseudogene 4"	"ATP5AP4, ATP5A1P4"	""	100129782	"ENSG00000258877"
"HGNC:37665"	"ATP5F1AP7"	"ATP synthase F1 subunit alpha pseudogene 7"	"ATP5A1P9, ATP5A1P7"	""	442415	"ENSG00000241571"
"HGNC:37666"	"ATP5F1AP8"	"ATP synthase F1 subunit alpha pseudogene 8"	"ATP5A1P8"	""	392322	"ENSG00000234720"
"HGNC:37668"	"ATP5F1AP10"	"ATP synthase F1 subunit alpha pseudogene 10"	"ATP5A1P10"	""	100132619	"ENSG00000277297"
"HGNC:830"	"ATP5F1B"	"ATP synthase F1 subunit beta"	"ATPSB, ATP5B"	""	506	"ENSG00000110955"
"HGNC:831"	"ATP5F1BP1"	"ATP synthase F1 subunit beta pseudogene 1"	"ATPSBL1, ATP5BL1, ATP5BP1"	"ATPMBL1"	507	"ENSG00000231635"
"HGNC:833"	"ATP5F1C"	"ATP synthase F1 subunit gamma"	"ATP5CL1, ATP5C, ATP5C1"	""	509	"ENSG00000165629"
"HGNC:834"	"ATP5F1CP1"	"ATP synthase F1 subunit gamma pseudogene 1"	"ATP5CL2, ATP5C2, ATP5C1P1"	""	645560	"ENSG00000224004"
"HGNC:837"	"ATP5F1D"	"ATP synthase F1 subunit delta"	"ATP5D"	""	513	"ENSG00000099624"
"HGNC:838"	"ATP5F1E"	"ATP synthase F1 subunit epsilon"	"ATP5E"	""	514	"ENSG00000124172"
"HGNC:839"	"ATP5F1EP1"	"ATP synthase F1 subunit epsilon pseudogene 1"	"ATP5EP1"	""	23744	"ENSG00000250922"
"HGNC:34026"	"ATP5F1EP2"	"ATP synthase F1 subunit epsilon pseudogene 2"	"ATP5EP2"	""	432369	"ENSG00000180389"
"HGNC:871"	"ATP5IF1"	"ATP synthase inhibitory factor subunit 1"	"ATPIF1"	"ATPI, IP, ATPIP, MGC1167, MGC8898"	93974	"ENSG00000130770"
"HGNC:841"	"ATP5MC1"	"ATP synthase membrane subunit c locus 1"	"ATP5G, ATP5G1"	""	516	"ENSG00000159199"
"HGNC:19815"	"ATP5MC1P1"	"ATP synthase membrane subunit c locus 1 pseudogene 1"	"ATP5GP3, ATP5G1P1"	""	319136	"ENSG00000230157"
"HGNC:19817"	"ATP5MC1P2"	"ATP synthase membrane subunit c locus 1 pseudogene 2"	"ATP5GP4, ATP5G1P2"	""	319137	"ENSG00000283016"
"HGNC:39506"	"ATP5MC1P3"	"ATP synthase membrane subunit c locus 1 pseudogene 3"	"ATP5G1P3"	""	646619	"ENSG00000242244"
"HGNC:39507"	"ATP5MC1P4"	"ATP synthase membrane subunit c locus 1 pseudogene 4"	"ATP5G1P4"	""	100287755	"ENSG00000227440"
"HGNC:39508"	"ATP5MC1P5"	"ATP synthase membrane subunit c locus 1 pseudogene 5"	"ATP5G1P5"	""	390424	"ENSG00000227590"
"HGNC:39509"	"ATP5MC1P6"	"ATP synthase membrane subunit c locus 1 pseudogene 6"	"ATP5G1P6"	""	100505704	"ENSG00000214318"
"HGNC:39510"	"ATP5MC1P7"	"ATP synthase membrane subunit c locus 1 pseudogene 7"	"ATP5G1P7"	""	100130962	"ENSG00000232734"
"HGNC:39511"	"ATP5MC1P8"	"ATP synthase membrane subunit c locus 1 pseudogene 8"	"ATP5G1P8"	""	100288222	"ENSG00000224948"
"HGNC:842"	"ATP5MC2"	"ATP synthase membrane subunit c locus 2"	"ATP5G2"	""	517	"ENSG00000135390"
"HGNC:844"	"ATP5MC2P1"	"ATP synthase membrane subunit c locus 2 pseudogene 1"	"ATP5GP1, ATP5G2P1"	""	520	"ENSG00000225712"
"HGNC:19672"	"ATP5MC2P2"	"ATP synthase membrane subunit c locus 2 pseudogene 2"	"ATP5GP2, ATP5G2P2"	""	319119	"ENSG00000258401"
"HGNC:42187"	"ATP5MC2P3"	"ATP synthase membrane subunit c locus 2 pseudogene 3"	"ATP5G2P3"	""	100507097	"ENSG00000230482"
"HGNC:42188"	"ATP5MC2P4"	"ATP synthase membrane subunit c locus 2 pseudogene 4"	"ATP5G2P4"	""	654480	"ENSG00000228847"
"HGNC:843"	"ATP5MC3"	"ATP synthase membrane subunit c locus 3"	"ATP5G3"	""	518	"ENSG00000154518"
"HGNC:30889"	"ATP5MD"	"ATP synthase membrane subunit DAPIT"	"USMG5"	"MGC14697, bA792D24.4, DAPIT"	84833	"ENSG00000173915"
"HGNC:31716"	"ATP5MDP1"	"ATP synthase membrane subunit DAPIT pseudogene 1"	"USMG5P1"	""	100288307	"ENSG00000231549"
"HGNC:846"	"ATP5ME"	"ATP synthase membrane subunit e"	"ATP5I"	""	521	"ENSG00000169020"
"HGNC:848"	"ATP5MF"	"ATP synthase membrane subunit f"	"ATP5J2"	"ATP5JL"	9551	"ENSG00000241468"
"HGNC:38844"	"ATP5MF-PTCD1"	"ATP5MF-PTCD1 readthrough"	"ATP5J2-PTCD1"	""	100526740	"ENSG00000248919"
"HGNC:849"	"ATP5MFP1"	"ATP synthase membrane subunit f pseudogene 1"	"ATP5J2LP"	""	101241877	"ENSG00000224421"
"HGNC:21540"	"ATP5MFP2"	"ATP synthase membrane subunit f pseudogene 2"	"ATP5J2P2"	"bA249L21.4"	387107	"ENSG00000228834"
"HGNC:21286"	"ATP5MFP3"	"ATP synthase membrane subunit f pseudogene 3"	"ATP5J2P3"	"bA159H20.5"	445573	"ENSG00000232851"
"HGNC:32451"	"ATP5MFP4"	"ATP synthase membrane subunit f pseudogene 4"	"ATP5J2P4"	""	654485	"ENSG00000256826"
"HGNC:33611"	"ATP5MFP5"	"ATP synthase membrane subunit f pseudogene 5"	"ATP5J2P5"	""	654484	"ENSG00000256103"
"HGNC:33612"	"ATP5MFP6"	"ATP synthase membrane subunit f pseudogene 6"	"ATP5J2P6"	""	654486	"ENSG00000261102"
"HGNC:14247"	"ATP5MG"	"ATP synthase membrane subunit g"	"ATP5L"	"ATP5JG"	10632	"ENSG00000167283"
"HGNC:13213"	"ATP5MGL"	"ATP synthase membrane subunit g like"	"ATP5K2, ATP5L2"	"dJ222E13.5"	267020	"ENSG00000249222"
"HGNC:13214"	"ATP5MGP1"	"ATP synthase membrane subunit g pseudogene 1"	"ATP5KP1, ATP5LP1"	"ATPE5KP1"	53411	"ENSG00000256280"
"HGNC:13215"	"ATP5MGP2"	"ATP synthase membrane subunit g pseudogene 2"	"ATP5KP2, ATP5LP2"	""	53410	"ENSG00000232362"
"HGNC:13216"	"ATP5MGP3"	"ATP synthase membrane subunit g pseudogene 3"	"ATP5KP3, ATP5LP3"	""	53409	"ENSG00000249256"
"HGNC:38165"	"ATP5MGP4"	"ATP synthase membrane subunit g pseudogene 4"	"ATP5LP4"	""	100130396	"ENSG00000225176"
"HGNC:38167"	"ATP5MGP5"	"ATP synthase membrane subunit g pseudogene 5"	"ATP5LP5"	""	100287091	"ENSG00000242561"
"HGNC:38168"	"ATP5MGP6"	"ATP synthase membrane subunit g pseudogene 6"	"ATP5LP6"	""	100462865	"ENSG00000267376"
"HGNC:38169"	"ATP5MGP7"	"ATP synthase membrane subunit g pseudogene 7"	"ATP5LP7"	""	100287964	"ENSG00000267189"
"HGNC:38170"	"ATP5MGP8"	"ATP synthase membrane subunit g pseudogene 8"	"ATP5LP8"	""	100462862	"ENSG00000271332"
"HGNC:1188"	"ATP5MPL"	"ATP synthase membrane subunit 6.8PL"	"C14orf2"	"MP68, MLQ, 6.8PL"	9556	"ENSG00000156411"
"HGNC:840"	"ATP5PB"	"ATP synthase peripheral stalk-membrane subunit b"	"ATP5F1"	""	515	"ENSG00000116459"
"HGNC:39742"	"ATP5PBP1"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 1"	"ATP5F1P1"	""	100422523	"ENSG00000224451"
"HGNC:39743"	"ATP5PBP2"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 2"	"ATP5F1P2"	""	645973	"ENSG00000214342"
"HGNC:39744"	"ATP5PBP3"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 3"	"ATP5F1P3"	""	644333	"ENSG00000214003"
"HGNC:39745"	"ATP5PBP4"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 4"	"ATP5F1P4"	""	100422514	"ENSG00000214025"
"HGNC:39746"	"ATP5PBP5"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 5"	"ATP5F1P5"	""	100128516	"ENSG00000254944"
"HGNC:39747"	"ATP5PBP6"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 6"	"ATP5F1P6"	""	645440	"ENSG00000219806"
"HGNC:39748"	"ATP5PBP7"	"ATP synthase peripheral stalk-membrane subunit b pseudogene 7"	"ATP5F1P7"	""	124496	"ENSG00000261424"
"HGNC:845"	"ATP5PD"	"ATP synthase peripheral stalk subunit d"	"ATP5H"	"ATPQ, ATP5JD"	10476	"ENSG00000167863"
"HGNC:31021"	"ATP5PDP1"	"ATP synthase peripheral stalk subunit d pseudogene 1"	"ATP5HP1"	"HsT18164"	390581	"ENSG00000261679"
"HGNC:49624"	"ATP5PDP2"	"ATP synthase peripheral stalk subunit d pseudogene 2"	"ATP5HP2"	""	138234	"ENSG00000229184"
"HGNC:49625"	"ATP5PDP3"	"ATP synthase peripheral stalk subunit d pseudogene 3"	"ATP5HP3"	""	138864	"ENSG00000213954"
"HGNC:49626"	"ATP5PDP4"	"ATP synthase peripheral stalk subunit d pseudogene 4"	"ATP5HP4"	""	246723	"ENSG00000234925"
"HGNC:847"	"ATP5PF"	"ATP synthase peripheral stalk subunit F6"	"ATP5A, ATP5, ATPM, ATP5J"	"CF6"	522	"ENSG00000154723"
"HGNC:23933"	"ATP5PFP1"	"ATP synthase peripheral stalk subunit F6 pseudogene 1"	"ATP5JP1"	""	359997	"ENSG00000237701"
"HGNC:850"	"ATP5PO"	"ATP synthase peripheral stalk subunit OSCP"	"ATP5O"	"OSCP, ATPO"	539	"ENSG00000241837"
"HGNC:54673"	"ATP5POP1"	"ATP5PO pseudogene 1"	""	""	100132849	"ENSG00000159186"
"HGNC:868"	"ATP6AP1"	"ATPase H+ transporting accessory protein 1"	"ATP6S1, ATP6IP1"	"ORF, XAP-3, VATPS1, 16A, Ac45, XAP3, CF2"	537	"ENSG00000071553"
"HGNC:28091"	"ATP6AP1L"	"ATPase H+ transporting accessory protein 1 like"	""	""	92270	"ENSG00000205464"
"HGNC:18305"	"ATP6AP2"	"ATPase H+ transporting accessory protein 2"	"ATP6IP2"	"M8-9, APT6M8-9, ATP6M8-9, PRR, RENR"	10159	"ENSG00000182220"
"HGNC:851"	"ATP6V1A"	"ATPase H+ transporting V1 subunit A"	"VPP2, ATP6A1, ATP6V1A1"	"Vma1, VA68"	523	"ENSG00000114573"
"HGNC:853"	"ATP6V1B1"	"ATPase H+ transporting V1 subunit B1"	"VPP3, ATP6B1"	"VATB, RTA1B, Vma2"	525	"ENSG00000116039"
"HGNC:51118"	"ATP6V1B1-AS1"	"ATP6V1B1 antisense RNA 1"	""	""	101927750	"ENSG00000239322"
"HGNC:854"	"ATP6V1B2"	"ATPase H+ transporting V1 subunit B2"	"VPP3, ATP6B2"	"VATB, Vma2, HO57"	526	"ENSG00000147416"
"HGNC:856"	"ATP6V1C1"	"ATPase H+ transporting V1 subunit C1"	"ATP6D, ATP6C"	"VATC, Vma5"	528	"ENSG00000155097"
"HGNC:18264"	"ATP6V1C2"	"ATPase H+ transporting V1 subunit C2"	""	"VMA5, ATP6C2"	245973	"ENSG00000143882"
"HGNC:13527"	"ATP6V1D"	"ATPase H+ transporting V1 subunit D"	"ATP6M"	"VATD, VMA8"	51382	"ENSG00000100554"
"HGNC:857"	"ATP6V1E1"	"ATPase H+ transporting V1 subunit E1"	"ATP6E, ATP6V1E"	"P31, Vma4, ATP6E2"	529	"ENSG00000131100"
"HGNC:859"	"ATP6V1E1P1"	"ATPase H+ transporting V1 subunit E1 pseudogene 1"	"ATP6EP1, ATP6V1EP1"	""	343515	"ENSG00000225099"
"HGNC:860"	"ATP6V1E1P2"	"ATPase H+ transporting V1 subunit E1 pseudogene 2"	"ATP6EP2, ATP6V1EP2"	""	100462844	"ENSG00000266549"
"HGNC:858"	"ATP6V1E1P3"	"ATPase H+ transporting V1 subunit E1 pseudogene 3"	"ATP6EL1, ATP6V1EL1"	""	729435	"ENSG00000256293"
"HGNC:18125"	"ATP6V1E2"	"ATPase H+ transporting V1 subunit E2"	"ATP6EL2, ATP6V1EL2"	"MGC9341, VMA4, ATP6E1"	90423	"ENSG00000250565"
"HGNC:16832"	"ATP6V1F"	"ATPase H+ transporting V1 subunit F"	""	"ATP6S14, VATF, Vma7"	9296	"ENSG00000128524"
"HGNC:52392"	"ATP6V1FNB"	"ATP6V1F neighbor"	""	""	100130705	"ENSG00000272899"
"HGNC:864"	"ATP6V1G1"	"ATPase H+ transporting V1 subunit G1"	"ATP6J, ATP6G1"	"ATP6GL, Vma10, ATP6G, DKFZp547P234"	9550	"ENSG00000136888"
"HGNC:19816"	"ATP6V1G1P1"	"ATPase H+ transporting V1 subunit G1 pseudogene 1"	"ATP6V1GP1"	""	319116	"ENSG00000270371"
"HGNC:29359"	"ATP6V1G1P2"	"ATPase H+ transporting V1 subunit G1 pseudogene 2"	"ATP6V1GP2"	""	100128541	"ENSG00000253502"
"HGNC:37670"	"ATP6V1G1P3"	"ATPase H+ transporting V1 subunit G1 pseudogene 3"	""	""	100462838	"ENSG00000224662"
"HGNC:37671"	"ATP6V1G1P4"	"ATPase H+ transporting V1 subunit G1 pseudogene 4"	""	""	100462843	"ENSG00000233343"
"HGNC:37672"	"ATP6V1G1P5"	"ATPase H+ transporting V1 subunit G1 pseudogene 5"	""	""	100462840	"ENSG00000270904"
"HGNC:37673"	"ATP6V1G1P6"	"ATPase H+ transporting V1 subunit G1 pseudogene 6"	""	""	100462732	"ENSG00000249372"
"HGNC:39852"	"ATP6V1G1P7"	"ATPase H+ transporting V1 subunit G1 pseudogene 7"	""	""	100874514	"ENSG00000230474"
"HGNC:862"	"ATP6V1G2"	"ATPase H+ transporting V1 subunit G2"	"ATP6G, ATP6G2"	"Vma10, NG38, Em:AC004181.3"	534	"ENSG00000213760"
"HGNC:41999"	"ATP6V1G2-DDX39B"	"ATP6V1G2-DDX39B readthrough (NMD candidate)"	""	""	100532737	"ENSG00000254870"
"HGNC:18265"	"ATP6V1G3"	"ATPase H+ transporting V1 subunit G3"	""	"ATP6G3, Vma10"	127124	"ENSG00000151418"
"HGNC:18303"	"ATP6V1H"	"ATPase H+ transporting V1 subunit H"	""	"CGI-11, SFD, VMA13, SFDalpha, SFDbeta"	51606	"ENSG00000047249"
"HGNC:865"	"ATP6V0A1"	"ATPase H+ transporting V0 subunit a1"	"VPP1, ATP6N1, ATP6N1A"	"a1, Vph1, Stv1"	535	"ENSG00000033627"
"HGNC:18481"	"ATP6V0A2"	"ATPase H+ transporting V0 subunit a2"	""	"TJ6, a2, TJ6s, TJ6M, ATP6a2, J6B7, ATP6N1D, Vph1, Stv1"	23545	"ENSG00000185344"
"HGNC:866"	"ATP6V0A4"	"ATPase H+ transporting V0 subunit a4"	"ATP6N1B, ATP6N2, RTA1C"	"RDRTA2, VPP2, RTADR, a4, Vph1, Stv1"	50617	"ENSG00000105929"
"HGNC:861"	"ATP6V0B"	"ATPase H+ transporting V0 subunit b"	"ATP6F"	"VMA16, HATPL"	533	"ENSG00000117410"
"HGNC:855"	"ATP6V0C"	"ATPase H+ transporting V0 subunit c"	"ATPL, ATP6C, ATP6L"	"VATL, Vma3"	527	"ENSG00000185883"
"HGNC:31323"	"ATP6V0CP1"	"ATPase H+ transporting V0 subunit c pseudogene 1"	"ATCD1"	""	100132978	"ENSG00000230201"
"HGNC:40000"	"ATP6V0CP2"	"ATPase H+ transporting V0 subunit c pseudogene 2"	""	""	106478961	"ENSG00000244142"
"HGNC:40001"	"ATP6V0CP3"	"ATPase H+ transporting V0 subunit c pseudogene 3"	""	""	442211	"ENSG00000213435"
"HGNC:13724"	"ATP6V0D1"	"ATPase H+ transporting V0 subunit d1"	"ATP6D"	"ATP6DV, VATX, VPATPD, P39, Vma6"	9114	"ENSG00000159720"
"HGNC:55268"	"ATP6V0D1-DT"	"ATP6V0D1 divergent transcript"	""	""	101927837	"ENSG00000270049"
"HGNC:18266"	"ATP6V0D2"	"ATPase H+ transporting V0 subunit d2"	"ATP6D2"	"FLJ38708, VMA6"	245972	"ENSG00000147614"
"HGNC:863"	"ATP6V0E1"	"ATPase H+ transporting V0 subunit e1"	"ATP6H, ATP6V0E"	"M9.2"	8992	"ENSG00000113732"
"HGNC:41935"	"ATP6V0E1P1"	"ATPase H+ transporting V0 subunit e1 pseudogene 1"	""	""	100874502	"ENSG00000225364"
"HGNC:41936"	"ATP6V0E1P2"	"ATPase H+ transporting V0 subunit e1 pseudogene 2"	""	""	100874503	"ENSG00000223513"
"HGNC:41937"	"ATP6V0E1P3"	"ATPase H+ transporting V0 subunit e1 pseudogene 3"	""	""	100133262	"ENSG00000238038"
"HGNC:41938"	"ATP6V0E1P4"	"ATPase H+ transporting V0 subunit e1 pseudogene 4"	""	""	100874504	"ENSG00000227883"
"HGNC:21723"	"ATP6V0E2"	"ATPase H+ transporting V0 subunit e2"	"C7orf32, ATP6V0E2L"	""	155066	"ENSG00000171130"
"HGNC:44180"	"ATP6V0E2-AS1"	"ATP6V0E2 antisense RNA 1"	""	""	401431	"ENSG00000204934"
"HGNC:869"	"ATP7A"	"ATPase copper transporting alpha"	"MNK"	""	538	"ENSG00000165240"
"HGNC:870"	"ATP7B"	"ATPase copper transporting beta"	"WND"	""	540	"ENSG00000123191"
"HGNC:31014"	"ATP7BP1"	"ATPase copper transporting beta pseudogene 1"	""	""	100462825	"ENSG00000270855"
"HGNC:13531"	"ATP8A1"	"ATPase phospholipid transporting 8A1"	""	"ATPIA"	10396	"ENSG00000124406"
"HGNC:13533"	"ATP8A2"	"ATPase phospholipid transporting 8A2"	""	"ATPIB, ML-1"	51761	"ENSG00000132932"
"HGNC:39662"	"ATP8A2P1"	"ATPase phospholipid transporting 8A2 pseudogene 1"	""	""	100422505	"ENSG00000240800"
"HGNC:39663"	"ATP8A2P2"	"ATPase phospholipid transporting 8A2 pseudogene 2"	""	""	100533851	"ENSG00000229800"
"HGNC:42641"	"ATP8A2P3"	"ATPase phospholipid transporting 8A2 pseudogene 3"	""	""	100874518	"ENSG00000233963"
